time_slot,visible_sats
30,"['STARLINK-1349', 'STARLINK-1966', 'STARLINK-2643', 'STARLINK-2606', 'STARLINK-3646', 'STARLINK-3558', 'STARLINK-3749', 'STARLINK-4028', 'STARLINK-4275', 'STARLINK-4279', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-6268', 'STARLINK-30123', 'STARLINK-6211', 'STARLINK-30300', 'STARLINK-30545', 'STARLINK-30535', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31380', 'STARLINK-31379', 'STARLINK-31483', 'STARLINK-32105', 'STARLINK-32009', 'STARLINK-32191', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33915', 'STARLINK-33760', 'STARLINK-34314', 'STARLINK-33924', 'STARLINK-34337', 'STARLINK-34697', 'STARLINK-34641', 'STARLINK-34604', 'STARLINK-34633', 'STARLINK-34624', 'STARLINK-34696', 'STARLINK-34608', 'STARLINK-34644', 'STARLINK-34667', 'STARLINK-34706', 'STARLINK-34746', 'STARLINK-34756', 'STARLINK-34722', 'STARLINK-34654', 'STARLINK-34570']"
31,"['STARLINK-1098', 'STARLINK-1200', 'STARLINK-1298', 'STARLINK-1349', 'STARLINK-2643', 'STARLINK-2606', 'STARLINK-3646', 'STARLINK-3558', 'STARLINK-3749', 'STARLINK-4028', 'STARLINK-4279', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-30123', 'STARLINK-30078', 'STARLINK-6211', 'STARLINK-30300', 'STARLINK-30545', 'STARLINK-30535', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31380', 'STARLINK-31379', 'STARLINK-31364', 'STARLINK-32105', 'STARLINK-32009', 'STARLINK-32191', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33760', 'STARLINK-33924', 'STARLINK-34235', 'STARLINK-34646', 'STARLINK-34662', 'STARLINK-34660', 'STARLINK-34664', 'STARLINK-34663', 'STARLINK-34668', 'STARLINK-34706', 'STARLINK-34756', 'STARLINK-34722', 'STARLINK-34684']"
32,"['STARLINK-2643', 'STARLINK-2606', 'STARLINK-3646', 'STARLINK-3775', 'STARLINK-3749', 'STARLINK-4028', 'STARLINK-4279', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-30123', 'STARLINK-30078', 'STARLINK-6211', 'STARLINK-30300', 'STARLINK-30545', 'STARLINK-30535', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31380', 'STARLINK-31364', 'STARLINK-32009', 'STARLINK-32191', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33760', 'STARLINK-34235', 'STARLINK-34629', 'STARLINK-34632', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34649', 'STARLINK-34658', 'STARLINK-34675', 'STARLINK-34685', 'STARLINK-34723', 'STARLINK-34706', 'STARLINK-34756', 'STARLINK-34631', 'STARLINK-34578', 'STARLINK-34683', 'STARLINK-34651', 'STARLINK-34684', 'STARLINK-34690', 'STARLINK-34628', 'STARLINK-34544']"
33,"['STARLINK-1306', 'STARLINK-2437', 'STARLINK-2643', 'STARLINK-2606', 'STARLINK-3749', 'STARLINK-4028', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-30078', 'STARLINK-30300', 'STARLINK-30535', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31380', 'STARLINK-31364', 'STARLINK-32009', 'STARLINK-32191', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33760', 'STARLINK-34078', 'STARLINK-34629', 'STARLINK-34641', 'STARLINK-34696', 'STARLINK-34669', 'STARLINK-34644', 'STARLINK-34667', 'STARLINK-34723', 'STARLINK-34736', 'STARLINK-34748', 'STARLINK-34757', 'STARLINK-34631', 'STARLINK-34578', 'STARLINK-34683', 'STARLINK-34690']"
34,"['STARLINK-1237', 'STARLINK-2437', 'STARLINK-2643', 'STARLINK-2606', 'STARLINK-3557', 'STARLINK-3749', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-30300', 'STARLINK-30535', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31364', 'STARLINK-32009', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33760', 'STARLINK-34078', 'STARLINK-34314', 'STARLINK-33926', 'STARLINK-34209', 'STARLINK-34337', 'STARLINK-34567', 'STARLINK-34646', 'STARLINK-34633', 'STARLINK-34608', 'STARLINK-34725', 'STARLINK-34736', 'STARLINK-34748', 'STARLINK-34757']"
35,"['STARLINK-3557', 'STARLINK-3775', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5250', 'STARLINK-5287', 'STARLINK-5544', 'STARLINK-5946', 'STARLINK-6268', 'STARLINK-30300', 'STARLINK-30535', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31364', 'STARLINK-32009', 'STARLINK-33856', 'STARLINK-33558', 'STARLINK-33760', 'STARLINK-34078', 'STARLINK-34209', 'STARLINK-34338', 'STARLINK-34624', 'STARLINK-34664', 'STARLINK-34663', 'STARLINK-34685', 'STARLINK-34725', 'STARLINK-34748', 'STARLINK-34564', 'STARLINK-34682', 'STARLINK-34654', 'STARLINK-34575', 'STARLINK-34570']"
36,"['STARLINK-1200', 'STARLINK-1298', 'STARLINK-3557', 'STARLINK-5195', 'STARLINK-5176', 'STARLINK-5250', 'STARLINK-5544', 'STARLINK-5946', 'STARLINK-30300', 'STARLINK-30984', 'STARLINK-30991', 'STARLINK-30985', 'STARLINK-31339', 'STARLINK-31364', 'STARLINK-31535', 'STARLINK-33856', 'STARLINK-33760', 'STARLINK-34078', 'STARLINK-34122', 'STARLINK-33926', 'STARLINK-34213', 'STARLINK-34338', 'STARLINK-34697', 'STARLINK-34620', 'STARLINK-34696', 'STARLINK-34675', 'STARLINK-34669', 'STARLINK-34644', 'STARLINK-34668', 'STARLINK-34667', 'STARLINK-34722', 'STARLINK-34564', 'STARLINK-34570']"
37,"['STARLINK-1306', 'STARLINK-2524', 'STARLINK-3557', 'STARLINK-5195', 'STARLINK-5250', 'STARLINK-5946', 'STARLINK-30984', 'STARLINK-30985', 'STARLINK-31339', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33856', 'STARLINK-33760', 'STARLINK-34078', 'STARLINK-34122', 'STARLINK-33924', 'STARLINK-34324', 'STARLINK-34632', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34641', 'STARLINK-34604', 'STARLINK-34658', 'STARLINK-34608', 'STARLINK-34709', 'STARLINK-34722', 'STARLINK-34676', 'STARLINK-34651', 'STARLINK-34684', 'STARLINK-34628', 'STARLINK-34544']"
38,"['STARLINK-1237', 'STARLINK-1966', 'STARLINK-2524', 'STARLINK-3557', 'STARLINK-5250', 'STARLINK-5946', 'STARLINK-30908', 'STARLINK-30984', 'STARLINK-30985', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33856', 'STARLINK-33881', 'STARLINK-34078', 'STARLINK-34122', 'STARLINK-34314', 'STARLINK-34324', 'STARLINK-34629', 'STARLINK-34567', 'STARLINK-34646', 'STARLINK-34662', 'STARLINK-34660', 'STARLINK-34633', 'STARLINK-34685', 'STARLINK-34668', 'STARLINK-34709', 'STARLINK-34676', 'STARLINK-34651', 'STARLINK-34690']"
39,"['STARLINK-1228', 'STARLINK-1767', 'STARLINK-1966', 'STARLINK-2524', 'STARLINK-3557', 'STARLINK-3775', 'STARLINK-5250', 'STARLINK-5946', 'STARLINK-6268', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30984', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31568', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-34078', 'STARLINK-34122', 'STARLINK-34324', 'STARLINK-34337', 'STARLINK-34235', 'STARLINK-34649', 'STARLINK-34633', 'STARLINK-34663', 'STARLINK-34696', 'STARLINK-34669', 'STARLINK-34644', 'STARLINK-34667', 'STARLINK-34709', 'STARLINK-34683']"
40,"['STARLINK-1200', 'STARLINK-1767', 'STARLINK-2524', 'STARLINK-3557', 'STARLINK-5201', 'STARLINK-5250', 'STARLINK-5946', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30984', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34078', 'STARLINK-34104', 'STARLINK-34122', 'STARLINK-34209', 'STARLINK-34348', 'STARLINK-34235', 'STARLINK-34641', 'STARLINK-34604', 'STARLINK-34624', 'STARLINK-34664', 'STARLINK-34675', 'STARLINK-34746', 'STARLINK-34757', 'STARLINK-34682', 'STARLINK-34578']"
41,"['STARLINK-1200', 'STARLINK-1306', 'STARLINK-1767', 'STARLINK-2437', 'STARLINK-2524', 'STARLINK-3557', 'STARLINK-5201', 'STARLINK-5946', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34078', 'STARLINK-34104', 'STARLINK-34122', 'STARLINK-33926', 'STARLINK-34213', 'STARLINK-34209', 'STARLINK-34697', 'STARLINK-34662', 'STARLINK-34660', 'STARLINK-34658', 'STARLINK-34624', 'STARLINK-34608', 'STARLINK-34685', 'STARLINK-34723', 'STARLINK-34736', 'STARLINK-34746', 'STARLINK-34756', 'STARLINK-34631', 'STARLINK-34578', 'STARLINK-34654', 'STARLINK-34575', 'STARLINK-34570', 'STARLINK-34544']"
42,"['STARLINK-1098', 'STARLINK-1237', 'STARLINK-1767', 'STARLINK-2437', 'STARLINK-2524', 'STARLINK-3775', 'STARLINK-5201', 'STARLINK-5905', 'STARLINK-5946', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-31566', 'STARLINK-31535', 'STARLINK-33705', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34122', 'STARLINK-34314', 'STARLINK-34348', 'STARLINK-34345', 'STARLINK-34697', 'STARLINK-34632', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34567', 'STARLINK-34646', 'STARLINK-34649', 'STARLINK-34696', 'STARLINK-34644', 'STARLINK-34723', 'STARLINK-34736', 'STARLINK-34746', 'STARLINK-34756', 'STARLINK-34722', 'STARLINK-34631', 'STARLINK-34684', 'STARLINK-34628', 'STARLINK-34544']"
43,"['STARLINK-1298', 'STARLINK-1767', 'STARLINK-2524', 'STARLINK-5201', 'STARLINK-5905', 'STARLINK-6268', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30981', 'STARLINK-31339', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-33705', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34148', 'STARLINK-34122', 'STARLINK-33926', 'STARLINK-33924', 'STARLINK-34338', 'STARLINK-34345', 'STARLINK-34337', 'STARLINK-34629', 'STARLINK-34632', 'STARLINK-34604', 'STARLINK-34620', 'STARLINK-34633', 'STARLINK-34663', 'STARLINK-34668', 'STARLINK-34725', 'STARLINK-34706', 'STARLINK-34756', 'STARLINK-34722', 'STARLINK-34651', 'STARLINK-34684', 'STARLINK-34690']"
44,"['STARLINK-2524', 'STARLINK-5201', 'STARLINK-5385', 'STARLINK-5905', 'STARLINK-30078', 'STARLINK-6243', 'STARLINK-30199', 'STARLINK-30899', 'STARLINK-30908', 'STARLINK-30981', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-33705', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34148', 'STARLINK-34213', 'STARLINK-33924', 'STARLINK-34338', 'STARLINK-34348', 'STARLINK-34345', 'STARLINK-34629', 'STARLINK-34641', 'STARLINK-34660', 'STARLINK-34664', 'STARLINK-34675', 'STARLINK-34608', 'STARLINK-34685', 'STARLINK-34725', 'STARLINK-34706']"
45,"['STARLINK-1200', 'STARLINK-2524', 'STARLINK-5201', 'STARLINK-5385', 'STARLINK-5905', 'STARLINK-30078', 'STARLINK-6243', 'STARLINK-30199', 'STARLINK-30899', 'STARLINK-30981', 'STARLINK-31002', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-32189', 'STARLINK-33705', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34148', 'STARLINK-34345', 'STARLINK-34646', 'STARLINK-34662', 'STARLINK-34696', 'STARLINK-34644', 'STARLINK-34668', 'STARLINK-34706', 'STARLINK-34748', 'STARLINK-34564', 'STARLINK-34683']"
46,"['STARLINK-1237', 'STARLINK-1306', 'STARLINK-1764', 'STARLINK-1966', 'STARLINK-3775', 'STARLINK-5201', 'STARLINK-5385', 'STARLINK-5905', 'STARLINK-6243', 'STARLINK-30199', 'STARLINK-30299', 'STARLINK-30899', 'STARLINK-30981', 'STARLINK-31002', 'STARLINK-31387', 'STARLINK-31568', 'STARLINK-32189', 'STARLINK-33705', 'STARLINK-33783', 'STARLINK-33881', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34148', 'STARLINK-34314', 'STARLINK-34209', 'STARLINK-34348', 'STARLINK-34345', 'STARLINK-34567', 'STARLINK-34649', 'STARLINK-34658', 'STARLINK-34620', 'STARLINK-34624', 'STARLINK-34669', 'STARLINK-34748', 'STARLINK-34757', 'STARLINK-34564', 'STARLINK-34676', 'STARLINK-34682', 'STARLINK-34683', 'STARLINK-34654', 'STARLINK-34544']"
47,"['STARLINK-1764', 'STARLINK-1966', 'STARLINK-5201', 'STARLINK-5385', 'STARLINK-5905', 'STARLINK-5845', 'STARLINK-6243', 'STARLINK-30199', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30981', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-31387', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-33705', 'STARLINK-11677 [DTC]', 'STARLINK-33935', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34104', 'STARLINK-34148', 'STARLINK-34345', 'STARLINK-34235', 'STARLINK-34697', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34641', 'STARLINK-34604', 'STARLINK-34633', 'STARLINK-34663', 'STARLINK-34685', 'STARLINK-34667', 'STARLINK-34757', 'STARLINK-34676', 'STARLINK-34575', 'STARLINK-34570', 'STARLINK-34628']"
48,"['STARLINK-1228', 'STARLINK-1298', 'STARLINK-5201', 'STARLINK-5905', 'STARLINK-6268', 'STARLINK-5845', 'STARLINK-6243', 'STARLINK-30199', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30782', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-32123', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-33705', 'STARLINK-11677 [DTC]', 'STARLINK-33951', 'STARLINK-34113', 'STARLINK-34148', 'STARLINK-33926', 'STARLINK-34345', 'STARLINK-34337', 'STARLINK-34235', 'STARLINK-34697', 'STARLINK-34632', 'STARLINK-34662', 'STARLINK-34660', 'STARLINK-34696', 'STARLINK-34675', 'STARLINK-34608', 'STARLINK-34644', 'STARLINK-34736', 'STARLINK-34578', 'STARLINK-34684', 'STARLINK-34690']"
49,"['STARLINK-2437', 'STARLINK-3775', 'STARLINK-5201', 'STARLINK-5247', 'STARLINK-5905', 'STARLINK-5845', 'STARLINK-6243', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30782', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-32123', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-33705', 'STARLINK-11677 [DTC]', 'STARLINK-34152', 'STARLINK-34113', 'STARLINK-34141', 'STARLINK-34148', 'STARLINK-34213', 'STARLINK-34629', 'STARLINK-34646', 'STARLINK-34649', 'STARLINK-34664', 'STARLINK-34669', 'STARLINK-34736', 'STARLINK-34722', 'STARLINK-34631', 'STARLINK-34578', 'STARLINK-34651']"
50,"['STARLINK-1200', 'STARLINK-1306', 'STARLINK-1298', 'STARLINK-1579', 'STARLINK-2437', 'STARLINK-2542', 'STARLINK-4028', 'STARLINK-5247', 'STARLINK-5845', 'STARLINK-6243', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30782', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-32123', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-34148', 'STARLINK-34314', 'STARLINK-33926', 'STARLINK-33924', 'STARLINK-34567', 'STARLINK-34604', 'STARLINK-34620', 'STARLINK-34685', 'STARLINK-34668', 'STARLINK-34667', 'STARLINK-34723', 'STARLINK-34631']"
51,"['STARLINK-1237', 'STARLINK-1366', 'STARLINK-1579', 'STARLINK-2437', 'STARLINK-2542', 'STARLINK-4028', 'STARLINK-5247', 'STARLINK-5845', 'STARLINK-5834', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30578', 'STARLINK-30782', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-30862', 'STARLINK-32123', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-33864', 'STARLINK-33783', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-33924', 'STARLINK-34338', 'STARLINK-34641', 'STARLINK-34660', 'STARLINK-34658', 'STARLINK-34624', 'STARLINK-34663', 'STARLINK-34608', 'STARLINK-34644', 'STARLINK-34723', 'STARLINK-34709', 'STARLINK-34682', 'STARLINK-34544']"
52,"['STARLINK-1366', 'STARLINK-1579', 'STARLINK-2542', 'STARLINK-4028', 'STARLINK-5247', 'STARLINK-6268', 'STARLINK-5845', 'STARLINK-5834', 'STARLINK-30299', 'STARLINK-30276', 'STARLINK-30578', 'STARLINK-30782', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-30862', 'STARLINK-31615', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-32123', 'STARLINK-32189', 'STARLINK-32753', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-34213', 'STARLINK-34209', 'STARLINK-34338', 'STARLINK-34337', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34662', 'STARLINK-34633', 'STARLINK-34675', 'STARLINK-34668', 'STARLINK-34725', 'STARLINK-34709', 'STARLINK-34746', 'STARLINK-34756', 'STARLINK-34683', 'STARLINK-34654', 'STARLINK-34628']"
53,"['STARLINK-1098', 'STARLINK-1366', 'STARLINK-1579', 'STARLINK-2542', 'STARLINK-3617', 'STARLINK-3775', 'STARLINK-4028', 'STARLINK-5247', 'STARLINK-5845', 'STARLINK-5834', 'STARLINK-30276', 'STARLINK-30578', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-30862', 'STARLINK-31615', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-32035', 'STARLINK-32123', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-34697', 'STARLINK-34632', 'STARLINK-34646', 'STARLINK-34649', 'STARLINK-34604', 'STARLINK-34620', 'STARLINK-34664', 'STARLINK-34685', 'STARLINK-34667', 'STARLINK-34725', 'STARLINK-34709', 'STARLINK-34746', 'STARLINK-34756', 'STARLINK-34757', 'STARLINK-34683', 'STARLINK-34575', 'STARLINK-34570', 'STARLINK-34684', 'STARLINK-34690']"
54,"['STARLINK-1200', 'STARLINK-1306', 'STARLINK-1366', 'STARLINK-1579', 'STARLINK-2542', 'STARLINK-3617', 'STARLINK-3641', 'STARLINK-5247', 'STARLINK-6182', 'STARLINK-5845', 'STARLINK-5834', 'STARLINK-30276', 'STARLINK-30578', 'STARLINK-31002', 'STARLINK-31021', 'STARLINK-30862', 'STARLINK-31615', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-32123', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-34330', 'STARLINK-34629', 'STARLINK-34567', 'STARLINK-34660', 'STARLINK-34644', 'STARLINK-34746', 'STARLINK-34757', 'STARLINK-34564', 'STARLINK-34651', 'STARLINK-34684', 'STARLINK-34690']"
55,"['STARLINK-1237', 'STARLINK-1298', 'STARLINK-1366', 'STARLINK-1966', 'STARLINK-2542', 'STARLINK-3617', 'STARLINK-3641', 'STARLINK-4295', 'STARLINK-6182', 'STARLINK-5834', 'STARLINK-30598', 'STARLINK-30578', 'STARLINK-30997', 'STARLINK-31021', 'STARLINK-30862', 'STARLINK-31615', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-32123', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-33926', 'STARLINK-34330', 'STARLINK-34235', 'STARLINK-34629', 'STARLINK-34662', 'STARLINK-34658', 'STARLINK-34663', 'STARLINK-34608', 'STARLINK-34722', 'STARLINK-34564', 'STARLINK-34676', 'STARLINK-34651']"
56,"['STARLINK-1366', 'STARLINK-1966', 'STARLINK-3641', 'STARLINK-3775', 'STARLINK-4295', 'STARLINK-6268', 'STARLINK-30078', 'STARLINK-6182', 'STARLINK-5834', 'STARLINK-30598', 'STARLINK-30578', 'STARLINK-30997', 'STARLINK-30862', 'STARLINK-31615', 'STARLINK-31690', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33783', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34152', 'STARLINK-34141', 'STARLINK-34337', 'STARLINK-34330', 'STARLINK-34235', 'STARLINK-34666', 'STARLINK-34646', 'STARLINK-34649', 'STARLINK-34633', 'STARLINK-34624', 'STARLINK-34675', 'STARLINK-34669', 'STARLINK-34685', 'STARLINK-34667', 'STARLINK-34706', 'STARLINK-34736', 'STARLINK-34748', 'STARLINK-34564', 'STARLINK-34676', 'STARLINK-34578', 'STARLINK-34544']"
57,"['STARLINK-1298', 'STARLINK-1366', 'STARLINK-2191', 'STARLINK-3641', 'STARLINK-4295', 'STARLINK-30078', 'STARLINK-6182', 'STARLINK-5834', 'STARLINK-30349', 'STARLINK-30598', 'STARLINK-30578', 'STARLINK-30997', 'STARLINK-31615', 'STARLINK-31414', 'STARLINK-31690', 'STARLINK-31765', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-32182', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34141', 'STARLINK-34314', 'STARLINK-33926', 'STARLINK-34213', 'STARLINK-33924', 'STARLINK-34330', 'STARLINK-34693', 'STARLINK-34666', 'STARLINK-34620', 'STARLINK-34664', 'STARLINK-34644', 'STARLINK-34668', 'STARLINK-34706', 'STARLINK-34736', 'STARLINK-34748', 'STARLINK-34682', 'STARLINK-34631', 'STARLINK-34578', 'STARLINK-34654', 'STARLINK-34628']"
58,"['STARLINK-1366', 'STARLINK-2437', 'STARLINK-2191', 'STARLINK-3641', 'STARLINK-4295', 'STARLINK-4218', 'STARLINK-5246', 'STARLINK-5101', 'STARLINK-5405', 'STARLINK-5411', 'STARLINK-5617', 'STARLINK-6206', 'STARLINK-6182', 'STARLINK-30349', 'STARLINK-30598', 'STARLINK-30578', 'STARLINK-30997', 'STARLINK-31615', 'STARLINK-31414', 'STARLINK-31690', 'STARLINK-31765', 'STARLINK-31913', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-32182', 'STARLINK-33879', 'STARLINK-33864', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34169', 'STARLINK-34209', 'STARLINK-34330', 'STARLINK-34697', 'STARLINK-34632', 'STARLINK-34567', 'STARLINK-34641', 'STARLINK-34660', 'STARLINK-34664', 'STARLINK-34696', 'STARLINK-34608', 'STARLINK-34706', 'STARLINK-34748', 'STARLINK-34631', 'STARLINK-34570']"
59,"['STARLINK-1200', 'STARLINK-1237', 'STARLINK-1306', 'STARLINK-1366', 'STARLINK-2437', 'STARLINK-2191', 'STARLINK-3641', 'STARLINK-4295', 'STARLINK-4218', 'STARLINK-5246', 'STARLINK-5101', 'STARLINK-5405', 'STARLINK-5411', 'STARLINK-5617', 'STARLINK-6206', 'STARLINK-6182', 'STARLINK-6185', 'STARLINK-30349', 'STARLINK-30598', 'STARLINK-30578', 'STARLINK-30997', 'STARLINK-31615', 'STARLINK-31414', 'STARLINK-31690', 'STARLINK-31765', 'STARLINK-31871', 'STARLINK-31875', 'STARLINK-11118 [DTC]', 'STARLINK-32035', 'STARLINK-32182', 'STARLINK-33879', 'STARLINK-33915', 'STARLINK-33808', 'STARLINK-33975', 'STARLINK-34169', 'STARLINK-34338', 'STARLINK-34330', 'STARLINK-34697', 'STARLINK-34632', 'STARLINK-34662', 'STARLINK-34663', 'STARLINK-34669', 'STARLINK-34685', 'STARLINK-34668', 'STARLINK-34667', 'STARLINK-34723', 'STARLINK-34683', 'STARLINK-34575', 'STARLINK-34570', 'STARLINK-34684', 'STARLINK-34690']"
60,"['STARLINK-2191', 'STARLINK-3641', 'STARLINK-3775', 'STARLINK-4295', 'STARLINK-4218', 'STARLINK-5246', 'STARLINK-5101', 'STARLINK-5400', 'STARLINK-5405', 'STARLINK-5411', 'STARLINK-5617', 'STARLINK-6206', 'STARLINK-6182', 'STARLINK-6185', 'STARLINK-6098', 'STARLINK-6155', 'STARLINK-30349', 'STARLINK-30598', 'STARLINK-30772', 'STARLINK-30997', 'STARLINK-31414', 'STARLINK-31690', 'STARLINK-31765', 'STARLINK-32035', 'STARLINK-32182', 'STARLINK-33879', 'STARLINK-33772', 'STARLINK-33975', 'STARLINK-34169', 'STARLINK-34338', 'STARLINK-34629', 'STARLINK-34646', 'STARLINK-34649', 'STARLINK-34604', 'STARLINK-34658', 'STARLINK-34620', 'STARLINK-34675', 'STARLINK-34644', 'STARLINK-34723', 'STARLINK-34725', 'STARLINK-34757', 'STARLINK-34575', 'STARLINK-34651']"
